Freq.	LP
2.19280493535030e+004	(2.06193711040731e-001dB,-7.16656787399692e+001°)
2.19785987278467e+004	(2.07787032332651e-001dB,-7.22845284335373e+001°)
2.20292646305330e+004	(2.09465180760429e-001dB,-7.29052224796017e+001°)
2.20800473301875e+004	(2.11229391258609e-001dB,-7.35277766191887e+001°)
2.21309470960548e+004	(2.13080900613751e-001dB,-7.41522068281249e+001°)
2.21819641980006e+004	(2.15020947328353e-001dB,-7.47785293198148e+001°)
2.22330989065125e+004	(2.17050771483479e-001dB,-7.54067605480748e+001°)
2.22843514927015e+004	(2.19171614600318e-001dB,-7.60369172100292e+001°)
2.23357222283038e+004	(2.21384719499582e-001dB,-7.66690162490685e+001°)
2.23872113856818e+004	(2.23691330159531e-001dB,-7.73030748578746e+001°)
2.24388192378261e+004	(2.26092691571869e-001dB,-7.79391104815134e+001°)
2.24905460583562e+004	(2.28590049595065e-001dB,-7.85771408205984e+001°)
2.25423921215227e+004	(2.31184650805833e-001dB,-7.92171838345274e+001°)
2.25943577022082e+004	(2.33877742347237e-001dB,-7.98592577447961e+001°)
2.26464430759290e+004	(2.36670571774039e-001dB,-8.05033810383881e+001°)
2.26986485188366e+004	(2.39564386894872e-001dB,-8.11495724712485e+001°)
2.27509743077191e+004	(2.42560435610402e-001dB,-8.17978510718400e+001°)
2.28034207200026e+004	(2.45659965747782e-001dB,-8.24482361447861e+001°)
2.28559880337527e+004	(2.48864224890560e-001dB,-8.31007472746040e+001°)
2.29086765276761e+004	(2.52174460203840e-001dB,-8.37554043295316e+001°)
2.29614864811220e+004	(2.55591918254540e-001dB,-8.44122274654448e+001°)
2.30144181740835e+004	(2.59117844825573e-001dB,-8.50712371298797e+001°)
2.30674718871991e+004	(2.62753484724369e-001dB,-8.57324540661504e+001°)
2.31206479017543e+004	(2.66500081584529e-001dB,-8.63958993175739e+001°)
2.31739464996832e+004	(2.70358877660545e-001dB,-8.70615942318002e+001°)
2.32273679635694e+004	(2.74331113614728e-001dB,-8.77295604652547e+001°)
2.32809125766484e+004	(2.78418028296060e-001dB,-8.83998199876896e+001°)
2.33345806228084e+004	(2.82620858509927e-001dB,-8.90723950868562e+001°)
2.33883723865919e+004	(2.86940838778574e-001dB,-8.97473083732898e+001°)
2.34422881531976e+004	(2.91379201091283e-001dB,-9.04245827852225e+001°)
2.34963282084814e+004	(2.95937174643487e-001dB,-9.11042415936154e+001°)
2.35504928389584e+004	(3.00615985564239e-001dB,-9.17863084073215e+001°)
2.36047823318041e+004	(3.05416856631526e-001dB,-9.24708071783762e+001°)
2.36591969748559e+004	(3.10341006973636e-001dB,-9.31577622074227e+001°)
2.37137370566149e+004	(3.15389651756732e-001dB,-9.38471981492720e+001°)
2.37684028662471e+004	(3.20564001857317e-001dB,-9.45391400185992e+001°)
2.38231946935852e+004	(3.25865263518242e-001dB,-9.52336131957839e+001°)
2.38781128291301e+004	(3.31294637988204e-001dB,-9.59306434328909e+001°)
2.39331575640522e+004	(3.36853321142214e-001dB,-9.66302568597964e+001°)
2.39883291901932e+004	(3.42542503083759e-001dB,-9.73324799904622e+001°)
2.40436280000676e+004	(3.48363367725697e-001dB,-9.80373397293583e+001°)
2.40990542868642e+004	(3.54317092350211e-001dB,-9.87448633780373e+001°)
2.41546083444477e+004	(3.60404847145238e-001dB,-9.94550786418617e+001°)
2.42102904673601e+004	(3.66627794717471e-001dB,-1.00168013636883e+002°)
2.42661009508224e+004	(3.72987089579073e-001dB,-1.00883696896879e+002°)
2.43220400907364e+004	(3.79483877607848e-001dB,-1.01602157380547e+002°)
2.43781081836858e+004	(3.86119295479229e-001dB,-1.02323424478852e+002°)
2.44343055269380e+004	(3.92894470067577e-001dB,-1.03047528022531e+002°)
2.44906324184457e+004	(3.99810517817045e-001dB,-1.03774498289762e+002°)
2.45470891568486e+004	(4.06868544078187e-001dB,-1.04504366013979e+002°)
2.46036760414745e+004	(4.14069642410697e-001dB,-1.05237162391854e+002°)
2.46603933723416e+004	(4.21414893849000e-001dB,-1.05972919091425e+002°)
2.47172414501595e+004	(4.28905366129696e-001dB,-1.06711668260389e+002°)
2.47742205763311e+004	(4.36542112878829e-001dB,-1.07453442534532e+002°)
2.48313310529539e+004	(4.44326172756913e-001dB,-1.08198275046322e+002°)
2.48885731828221e+004	(4.52258568559763e-001dB,-1.08946199433644e+002°)
2.49459472694278e+004	(4.60340306273405e-001dB,-1.09697249848671e+002°)
2.50034536169625e+004	(4.68572374080703e-001dB,-1.10451460966886e+002°)
2.50610925303193e+004	(4.76955741317481e-001dB,-1.11208867996227e+002°)
2.51188643150940e+004	(4.85491357376066e-001dB,-1.11969506686367e+002°)
2.51767692775867e+004	(4.94180150554381e-001dB,-1.12733413338110e+002°)
2.52348077248039e+004	(5.03023026847437e-001dB,-1.13500624812910e+002°)
2.52929799644596e+004	(5.12020868679946e-001dB,-1.14271178542488e+002°)
2.53512863049773e+004	(5.21174533576512e-001dB,-1.15045112538551e+002°)
2.54097270554912e+004	(5.30484852768087e-001dB,-1.15822465402601e+002°)
2.54683025258486e+004	(5.39952629731633e-001dB,-1.16603276335820e+002°)
2.55270130266106e+004	(5.49578638660461e-001dB,-1.17387585149016e+002°)
2.55858588690546e+004	(5.59363622863000e-001dB,-1.18175432272630e+002°)
2.56448403651753e+004	(5.69308293087340e-001dB,-1.18966858766773e+002°)
2.57039578276868e+004	(5.79413325769175e-001dB,-1.19761906331293e+002°)
2.57632115700239e+004	(5.89679361199952e-001dB,-1.20560617315841e+002°)
2.58226019063441e+004	(6.00107001614026e-001dB,-1.21363034729933e+002°)
2.58821291515290e+004	(6.10696809190442e-001dB,-1.22169202252971e+002°)
2.59417936211863e+004	(6.21449303968786e-001dB,-1.22979164244222e+002°)
2.60015956316508e+004	(6.32364961674789e-001dB,-1.23792965752712e+002°)
2.60615354999871e+004	(6.43444211454856e-001dB,-1.24610652527028e+002°)
2.61216135439902e+004	(6.54687433516091e-001dB,-1.25432271024986e+002°)
2.61818300821880e+004	(6.66094956669748e-001dB,-1.26257868423155e+002°)
2.62421854338425e+004	(6.77667055776191e-001dB,-1.27087492626190e+002°)
2.63026799189519e+004	(6.89403949089019e-001dB,-1.27921192275955e+002°)
2.63633138582519e+004	(7.01305795496609e-001dB,-1.28759016760391e+002°)
2.64240875732175e+004	(7.13372691658583e-001dB,-1.29601016222108e+002°)
2.64850013860651e+004	(7.25604669036560e-001dB,-1.30447241566647e+002°)
2.65460556197535e+004	(7.38001690816792e-001dB,-1.31297744470385e+002°)
2.66072505979862e+004	(7.50563648724308e-001dB,-1.32152577388028e+002°)
2.66685866452128e+004	(7.63290359726293e-001dB,-1.33011793559663e+002°)
2.67300640866312e+004	(7.76181562625890e-001dB,-1.33875447017305e+002°)
2.67916832481884e+004	(7.89236914543916e-001dB,-1.34743592590900e+002°)
2.68534444565831e+004	(8.02455987289791e-001dB,-1.35616285913732e+002°)
2.69153480392672e+004	(8.15838263621964e-001dB,-1.36493583427173e+002°)
2.69773943244472e+004	(8.29383133397604e-001dB,-1.37375542384724e+002°)
2.70395836410865e+004	(8.43089889613854e-001dB,-1.38262220855284e+002°)
2.71019163189064e+004	(8.56957724341937e-001dB,-1.39153677725589e+002°)
2.71643926883888e+004	(8.70985724555775e-001dB,-1.40049972701753e+002°)
2.72270130807771e+004	(8.85172867859550e-001dB,-1.40951166309843e+002°)
2.72897778280784e+004	(8.99518018115953e-001dB,-1.41857319895426e+002°)
2.73526872630651e+004	(9.14019920980385e-001dB,-1.42768495621999e+002°)
2.74157417192768e+004	(9.28677199346584e-001dB,-1.43684756468252e+002°)
2.74789415310219e+004	(9.43488348708441e-001dB,-1.44606166224063e+002°)
2.75422870333796e+004	(9.58451732445348e-001dB,-1.45532789485169e+002°)
2.76057785622014e+004	(9.73565577039162e-001dB,-1.46464691646412e+002°)
2.76694164541131e+004	(9.88827967231236e-001dB,-1.47401938893496e+002°)
2.77332010465164e+004	(1.00423684112948e+000dB,-1.48344598193161e+002°)
2.77971326775908e+004	(1.01978998527699e+000dB,-1.49292737281698e+002°)
2.78612116862956e+004	(1.03548502969374e+000dB,-1.50246424651709e+002°)
2.79254384123713e+004	(1.05131944290686e+000dB,-1.51205729537041e+002°)
2.79898131963416e+004	(1.06729052698276e+000dB,-1.52170721895804e+002°)
2.80543363795151e+004	(1.08339541257956e+000dB,-1.53141472391380e+002°)
2.81190083039873e+004	(1.09963105403729e+000dB,-1.54118052371358e+002°)
2.81838293126424e+004	(1.11599422452637e+000dB,-1.55100533844299e+002°)
2.82487997491550e+004	(1.13248151127638e+000dB,-1.56088989454266e+002°)
2.83139199579917e+004	(1.14908931090868e+000dB,-1.57083492453033e+002°)
2.83791902844134e+004	(1.16581382489926e+000dB,-1.58084116669907e+002°)
2.84446110744770e+004	(1.18265105519911e+000dB,-1.59090936479111e+002°)
2.85101826750370e+004	(1.19959680004253e+000dB,-1.60104026764651e+002°)
2.85759054337473e+004	(1.21664664997556e+000dB,-1.61123462882623e+002°)
2.86417796990637e+004	(1.23379598413941e+000dB,-1.62149320620933e+002°)
2.87078058202448e+004	(1.25103996684515e+000dB,-1.63181676156374e+002°)
2.87739841473545e+004	(1.26837354448006e+000dB,-1.64220606009069e+002°)
2.88403150312639e+004	(1.28579144278628e+000dB,-1.65266186994246e+002°)
2.89067988236526e+004	(1.30328816455769e+000dB,-1.66318496171382e+002°)
2.89734358770111e+004	(1.32085798780029e+000dB,-1.67377610790722e+002°)
2.90402265446423e+004	(1.33849496440686e+000dB,-1.68443608237235e+002°)
2.91071711806639e+004	(1.35619291939717e+000dB,-1.69516565972063e+002°)
2.91742701400095e+004	(1.37394545077858e+000dB,-1.70596561471564e+002°)
2.92415237784312e+004	(1.39174593008387e+000dB,-1.71683672164059e+002°)
2.93089324525010e+004	(1.40958750364598e+000dB,-1.72777975364433e+002°)
2.93764965196131e+004	(1.42746309467040e+000dB,-1.73879548206770e+002°)
2.94442163379854e+004	(1.44536540616972e+000dB,-1.74988467575230e+002°)
2.95120922666616e+004	(1.46328692482652e+000dB,-1.76104810033416e+002°)
2.95801246655132e+004	(1.48121992585005e+000dB,-1.77228651752522e+002°)
2.96483138952412e+004	(1.49915647889739e+000dB,-1.78360068438596e+002°)
2.97166603173780e+004	(1.51708845512938e+000dB,-1.79499135259290e+002°)
2.97851642942896e+004	(1.53500753546956e+000dB,1.79354073229469e+002°)
2.98538261891773e+004	(1.55290522014105e+000dB,1.78199483156408e+002°)
2.99226463660796e+004	(1.57077283954962e+000dB,1.77037021406908e+002°)
2.99916251898742e+004	(1.58860156658554e+000dB,1.75866615693461e+002°)
3.00607630262800e+004	(1.60638243041254e+000dB,1.74688194623947e+002°)
3.01300602418589e+004	(1.62410633181331e+000dB,1.73501687766989e+002°)
3.01995172040179e+004	(1.64176406015432e+000dB,1.72307025713600e+002°)
3.02691342810108e+004	(1.65934631203549e+000dB,1.71104140134260e+002°)
3.03389118419404e+004	(1.67684371167914e+000dB,1.69892963830465e+002°)
3.04088502567605e+004	(1.69424683311441e+000dB,1.68673430779759e+002°)
3.04789498962775e+004	(1.71154622420195e+000dB,1.67445476173119e+002°)
3.05492111321528e+004	(1.72873243253989e+000dB,1.66209036443541e+002°)
3.06196343369044e+004	(1.74579603328274e+000dB,1.64964049284545e+002°)
3.06902198839092e+004	(1.76272765889647e+000dB,1.63710453657258e+002°)
3.07609681474047e+004	(1.77951803085894e+000dB,1.62448189784647e+002°)
3.08318795024912e+004	(1.79615799330963e+000dB,1.61177199131370e+002°)
3.09029543251336e+004	(1.81263854863178e+000dB,1.59897424367646e+002°)
3.09741929921634e+004	(1.82895089493965e+000dB,1.58608809315453e+002°)
3.10455958812812e+004	(1.84508646542768e+000dB,1.57311298875269e+002°)
3.11171633710578e+004	(1.86103696951704e+000dB,1.56004838931511e+002°)
3.11888958409370e+004	(1.87679443571918e+000dB,1.54689376234709e+002°)
3.12607936712372e+004	(1.89235125611303e+000dB,1.53364858258423e+002°)
3.13328572431535e+004	(1.90770023230974e+000dB,1.52031233028790e+002°)
3.14050869387598e+004	(1.92283462275526e+000dB,1.50688448924544e+002°)
3.14774831410107e+004	(1.93774819119492e+000dB,1.49336454445285e+002°)
3.15500462337438e+004	(1.95243525609413e+000dB,1.47975197945702e+002°)
3.16227766016814e+004	(1.96689074078354e+000dB,1.46604627333402e+002°)
3.16956746304325e+004	(1.98111022406041e+000dB,1.45224689727965e+002°)
3.17687407064953e+004	(1.99508999094957e+000dB,1.43835331078769e+002°)
3.18419752172588e+004	(2.00882708328824e+000dB,1.42436495739132e+002°)
3.19153785510052e+004	(2.02231934976315e+000dB,1.41028125994257e+002°)
3.19889510969115e+004	(2.03556549498887e+000dB,1.39610161540460e+002°)
3.20626932450522e+004	(2.04856512717516e+000dB,1.38182538913149e+002°)
3.21366053864007e+004	(2.06131880388599e+000dB,1.36745190861003e+002°)
3.22106879128319e+004	(2.07382807534616e+000dB,1.35298045663807e+002°)
3.22849412171239e+004	(2.08609552470450e+000dB,1.33841026391418e+002°)
3.23593656929603e+004	(2.09812480460818e+000dB,1.32374050101321e+002°)
3.24339617349324e+004	(2.10992066938604e+000dB,1.30897026972302e+002°)
3.25087297385409e+004	(2.12148900208114e+000dB,1.29409859371746e+002°)
3.25836701001984e+004	(2.13283683550850e+000dB,1.27912440854162e+002°)
3.26587832172310e+004	(2.14397236644122e+000dB,1.26404655088532e+002°)
3.27340694878813e+004	(2.15490496195748e+000dB,1.24886374712199e+002°)
3.28095293113094e+004	(2.16564515689537e+000dB,1.23357460109021e+002°)
3.28851630875957e+004	(2.17620464127427e+000dB,1.21817758109682e+002°)
3.29609712177432e+004	(2.18659623644209e+000dB,1.20267100612082e+002°)
3.30369541036789e+004	(2.19683385859828e+000dB,1.18705303119948e+002°)
3.31131121482565e+004	(2.20693246822247e+000dB,1.17132163197903e+002°)
3.31894457552585e+004	(2.21690800380199e+000dB,1.15547458841494e+002°)
3.32659553293979e+004	(2.22677729810378e+000dB,1.13950946760921e+002°)
3.33426412763209e+004	(2.23655797506876e+000dB,1.12342360577544e+002°)
3.34195040026088e+004	(2.24626832521838e+000dB,1.10721408932666e+002°)
3.34965439157801e+004	(2.25592715725681e+000dB,1.09087773508604e+002°)
3.35737614242928e+004	(2.26555362331963e+000dB,1.07441106962735e+002°)
3.36511569375464e+004	(2.27516701506191e+000dB,1.05781030776010e+002°)
3.37287308658842e+004	(2.28478652748900e+000dB,1.04107133018464e+002°)
3.38064836205955e+004	(2.29443098712173e+000dB,1.02418966035554e+002°)
3.38844156139176e+004	(2.30411854073253e+000dB,1.00716044060717e+002°)
3.39625272590382e+004	(2.31386630051006e+000dB,9.89978407615465e+001°)
3.40408189700974e+004	(2.32368994109171e+000dB,9.72637867294029e+001°)
3.41192911621902e+004	(2.33360324345655e+000dB,9.55132669252580e+001°)
3.41979442513682e+004	(2.34361758019219e+000dB,9.37456180982305e+001°)
3.42767786546423e+004	(2.35374133614453e+000dB,9.19601261976938e+001°)
3.43557947899848e+004	(2.36397925794168e+000dB,9.01560238052208e+001°)
3.44349930763311e+004	(2.37433172535643e+000dB,8.83324876190926e+001°)
3.45143739335829e+004	(2.38479393696031e+000dB,8.64886360318680e+001°)
3.45939377826095e+004	(2.39535500204592e+000dB,8.46235268507560e+001°)
3.46736850452504e+004	(2.40599693038701e+000dB,8.27361552215101e+001°)
3.47536161443178e+004	(2.41669351110977e+000dB,8.08254518295019e+001°)
3.48337315035984e+004	(2.42740907182232e+000dB,7.88902814667418e+001°)
3.49140315478558e+004	(2.43809710926015e+000dB,7.69294420712124e+001°)
3.49945167028330e+004	(2.44869878314980e+000dB,7.49416643650776e+001°)
3.50751873952540e+004	(2.45914126588249e+000dB,7.29256122413837e+001°)
3.51560440528270e+004	(2.46933594206169e+000dB,7.08798840747782e+001°)
3.52370871042459e+004	(2.47917645421995e+000dB,6.88030151605198e+001°)
3.53183169791929e+004	(2.48853659418375e+000dB,6.66934815173354e+001°)
3.53997341083407e+004	(2.49726804394346e+000dB,6.45497053229277e+001°)
3.54813389233547e+004	(2.50519797571179e+000dB,6.23700622852246e+001°)
3.55631318568957e+004	(2.51212652842742e+000dB,6.01528912862162e+001°)
3.56451133426216e+004	(2.51782418757602e+000dB,5.78965066663175e+001°)
3.57272838151900e+004	(2.52202910713968e+000dB,5.55992135425723e+001°)
3.58096437102607e+004	(2.52444442701405e+000dB,5.32593265695849e+001°)
3.58921934644977e+004	(2.52473565647477e+000dB,5.08751925526463e+001°)
3.59749335155714e+004	(2.52252821425710e+000dB,4.84452173015724e+001°)
3.60578643021614e+004	(2.51740523825643e+000dB,4.59678970635706e+001°)
3.61409862639584e+004	(2.50890580218970e+000dB,4.34418547851643e+001°)
3.62242998416670e+004	(2.49652370169171e+000dB,4.08658813174617e+001°)
3.63078054770072e+004	(2.47970699661425e+000dB,3.82389814865954e+001°)
3.63915036127178e+004	(2.45785851738237e+000dB,3.55604246943334e+001°)
3.64753946925579e+004	(2.43033755803994e+000dB,3.28297993881838e+001°)
3.65594791613096e+004	(2.39646298323672e+000dB,3.00470703469274e+001°)
3.66437574647804e+004	(2.35551796646858e+000dB,2.72126372757805e+001°)
3.67282300498055e+004	(2.30675654778097e+000dB,2.43273927155927e+001°)
3.68128973642502e+004	(2.24941214662335e+000dB,2.13927767761414e+001°)
3.68977598570121e+004	(2.18270808658774e+000dB,1.84108257523960e+001°)
3.69828179780236e+004	(2.10587008251178e+000dB,1.53842113352724e+001°)
3.70680721782546e+004	(2.01814050931423e+000dB,1.23162669544368e+001°)
3.71535229097143e+004	(1.91879412253829e+000dB,9.21099786062345e+000°)
3.72391706254538e+004	(1.80715474411513e+000dB,6.07307192871858e+000°)
3.73250157795690e+004	(1.68261227884901e+000dB,2.90778887647224e+000°)
3.74110588272023e+004	(1.54463930610340e+000dB,-2.78973354950764e-001°)
3.74973002245453e+004	(1.39280641633338e+000dB,-3.48083497357637e+000°)
3.75837404288414e+004	(1.22679545014602e+000dB,-6.69101185313080e+000°)
3.76703798983878e+004	(1.04640985918408e+000dB,-9.90243102137055e+000°)
3.77572190925385e+004	(8.51581545089381e-001dB,-1.31078595211692e+001°)
3.78442584717063e+004	(6.42373736333619e-001dB,-1.63000409294746e+001°)
3.79314984973651e+004	(4.18979713841296e-001dB,-1.94718331607802e+001°)
3.80189396320530e+004	(1.81717468381800e-001dB,-2.26163410700528e+001°)
3.81065823393742e+004	(-6.89793644571374e-002dB,-2.57270378206362e+001°)
3.81944270840015e+004	(-3.32573720919053e-001dB,-2.87978699336262e+001°)
3.82824743316791e+004	(-6.08439741815127e-001dB,-3.18233422599268e+001°)
3.83707245492247e+004	(-8.95878994255152e-001dB,-3.47985806470993e+001°)
3.84591782045322e+004	(-1.19413743919618e+000dB,-3.77193716319500e+001°)
3.85478357665740e+004	(-1.50242235350646e+000dB,-4.05821799162397e+001°)
3.86366977054038e+004	(-1.81991852035476e+000dB,-4.33841455558526e+001°)
3.87257644921586e+004	(-2.14580314144887e+000dB,-4.61230636426535e+001°)
3.88150365990617e+004	(-2.47925907983978e+000dB,-4.87973497628822e+001°)
3.89045144994249e+004	(-2.81948619575696e+000dB,-5.14059946989381e+001°)
3.89941986676512e+004	(-3.16571067725342e+000dB,-5.39485117549923e+001°)
3.90840895792370e+004	(-3.51719238393809e+000dB,-5.64248797989710e+001°)
3.91741877107751e+004	(-3.87323031179125e+000dB,-5.88354846951180e+001°)
3.92644935399568e+004	(-4.23316634967072e+000dB,-6.11810613174255e+001°)
3.93550075455745e+004	(-4.59638753594217e+000dB,-6.34626378378443e+001°)
3.94457302075246e+004	(-4.96232704056501e+000dB,-6.56814835133567e+001°)
3.95366620068096e+004	(-5.33046409849540e+000dB,-6.78390607780379e+001°)
3.96278034255407e+004	(-5.70032310896885e+000dB,-6.99369820934214e+001°)
3.97191549469408e+004	(-6.07147209617679e+000dB,-7.19769717269280e+001°)
3.98107170553465e+004	(-6.44352070348178e+000dB,-7.39608324111813e+001°)
3.99024902362109e+004	(-6.81611786825419e+000dB,-7.58904166801010e+001°)
3.99944749761065e+004	(-7.18894929959170e+000dB,-7.77676025719302e+001°)
4.00866717627270e+004	(-7.56173485788416e+000dB,-7.95942733253426e+001°)
4.01790810848907e+004	(-7.93422591417285e+000dB,-8.13723006634105e+001°)
4.02717034325426e+004	(-8.30620274890502e+000dB,-8.31035312532556e+001°)
4.03645392967572e+004	(-8.67747203408711e+000dB,-8.47897759396894e+001°)
4.04575891697409e+004	(-9.04786442989277e+000dB,-8.64328013733227e+001°)
4.05508535448350e+004	(-9.41723231627302e+000dB,-8.80343236829975e+001°)
4.06443329165179e+004	(-9.78544767176572e+000dB,-8.95960038755533e+001°)
4.07380277804079e+004	(-1.01524001052118e+001dB,-9.11194446803519e+001°)
4.08319386332658e+004	(-1.05179950411641e+001dB,-9.26061885899416e+001°)
4.09260659729977e+004	(-1.08821520561437e+001dB,-9.40577168805307e+001°)
4.10204102986573e+004	(-1.12448033603176e+001dB,-9.54754494258928e+001°)
4.11149721104488e+004	(-1.16058924174179e+001dB,-9.68607451455416e+001°)
4.12097519097296e+004	(-1.19653726946245e+001dB,-9.82149029523373e+001°)
4.13047501990127e+004	(-1.23232065335338e+001dB,-9.95391630861790e+001°)
4.13999674819696e+004	(-1.26793641331075e+001dB,-1.00834708739190e+002°)
4.14954042634329e+004	(-1.30338226355533e+001dB,-1.02102667894034e+002°)
4.15910610493988e+004	(-1.33865653063304e+001dB,-1.03344115310930e+002°)
4.16869383470301e+004	(-1.37375807998619e+001dB,-1.04560074610789e+002°)
4.17830366646587e+004	(-1.40868625030021e+001dB,-1.05751520411974e+002°)
4.18793565117884e+004	(-1.44344079488271e+001dB,-1.06919380486605e+002°)
4.19758983990973e+004	(-1.47802182938619e+001dB,-1.08064537909439e+002°)
4.20726628384409e+004	(-1.51242978524028e+001dB,-1.09187833178241e+002°)
4.21696503428547e+004	(-1.54666536821281e+001dB,-1.10290066289430e+002°)
4.22668614265568e+004	(-1.58072952157061e+001dB,-1.11371998756822e+002°)
4.23642966049506e+004	(-1.61462339335999e+001dB,-1.12434355564568e+002°)
4.24619563946277e+004	(-1.64834830737186e+001dB,-1.13477827048085e+002°)
4.25598413133708e+004	(-1.68190573739968e+001dB,-1.14503070698911e+002°)
4.26579518801557e+004	(-1.71529728443704e+001dB,-1.15510712891187e+002°)
4.27562886151550e+004	(-1.74852465649758e+001dB,-1.16501350528841e+002°)
4.28548520397404e+004	(-1.78158965077283e+001dB,-1.17475552613619e+002°)
4.29536426764851e+004	(-1.81449413787299e+001dB,-1.18433861734986e+002°)
4.30526610491675e+004	(-1.84724004792248e+001dB,-1.19376795483547e+002°)
4.31519076827729e+004	(-1.87982935830670e+001dB,-1.20304847790116e+002°)
4.32513831034972e+004	(-1.91226408288762e+001dB,-1.21218490192931e+002°)
4.33510878387493e+004	(-1.94454626252599e+001dB,-1.22118173035743e+002°)
4.34510224171535e+004	(-1.97667795676493e+001dB,-1.23004326599675e+002°)
4.35511873685532e+004	(-2.00866123654616e+001dB,-1.23877362171820e+002°)
4.36515832240129e+004	(-2.04049817784317e+001dB,-1.24737673053606e+002°)
4.37522105158215e+004	(-2.07219085610918e+001dB,-1.25585635511923e+002°)
4.38530697774949e+004	(-2.10374134144837e+001dB,-1.26421609675983e+002°)
4.39541615437787e+004	(-2.13515169442883e+001dB,-1.27245940382818e+002°)
4.40554863506516e+004	(-2.16642396246513e+001dB,-1.28058957974218e+002°)
4.41570447353275e+004	(-2.19756017670570e+001dB,-1.28860979047841e+002°)
4.42588372362589e+004	(-2.22856234936771e+001dB,-1.29652307165095e+002°)
4.43608643931395e+004	(-2.25943247146847e+001dB,-1.30433233518291e+002°)
4.44631267469071e+004	(-2.29017251090754e+001dB,-1.31204037559456e+002°)
4.45656248397466e+004	(-2.32078441085945e+001dB,-1.31964987593057e+002°)
4.46683592150925e+004	(-2.35127008844060e+001dB,-1.32716341334788e+002°)
4.47713304176325e+004	(-2.38163143361868e+001dB,-1.33458346438457e+002°)
4.48745389933094e+004	(-2.41187030833562e+001dB,-1.34191240992883e+002°)
4.49779854893250e+004	(-2.44198854581907e+001dB,-1.34915253990615e+002°)
4.50816704541422e+004	(-2.47198795005963e+001dB,-1.35630605770192e+002°)
4.51855944374884e+004	(-2.50187029543362e+001dB,-1.36337508433522e+002°)
4.52897579903582e+004	(-2.53163732645376e+001dB,-1.37036166239918e+002°)
4.53941616650165e+004	(-2.56129075763170e+001dB,-1.37726775978192e+002°)
4.54988060150010e+004	(-2.59083227343817e+001dB,-1.38409527318134e+002°)
4.56036915951257e+004	(-2.62026352834837e+001dB,-1.39084603142643e+002°)
4.57088189614836e+004	(-2.64958614696135e+001dB,-1.39752179861666e+002°)
4.58141886714494e+004	(-2.67880172418328e+001dB,-1.40412427709038e+002°)
4.59198012836829e+004	(-2.70791182546610e+001dB,-1.41065511023279e+002°)
4.60256573581317e+004	(-2.73691798709340e+001dB,-1.41711588513275e+002°)
4.61317574560340e+004	(-2.76582171650688e+001dB,-1.42350813509778e+002°)
4.62381021399221e+004	(-2.79462449266690e+001dB,-1.42983334203559e+002°)
4.63446919736248e+004	(-2.82332776644197e+001dB,-1.43609293870993e+002°)
4.64515275222710e+004	(-2.85193296102215e+001dB,-1.44228831087853e+002°)
4.65586093522919e+004	(-2.88044147235215e+001dB,-1.44842079931965e+002°)
4.66659380314249e+004	(-2.90885466958034e+001dB,-1.45449170175418e+002°)
4.67735141287158e+004	(-2.93717389552029e+001dB,-1.46050227466907e+002°)
4.68813382145225e+004	(-2.96540046712200e+001dB,-1.46645373504798e+002°)
4.69894108605175e+004	(-2.99353567595012e+001dB,-1.47234726201446e+002°)
4.70977326396912e+004	(-3.02158078866697e+001dB,-1.47818399839270e+002°)
4.72063041263550e+004	(-3.04953704751827e+001dB,-1.48396505219055e+002°)
4.73151258961440e+004	(-3.07740567081994e+001dB,-1.48969149800920e+002°)
4.74241985260204e+004	(-3.10518785344439e+001dB,-1.49536437838371e+002°)
4.75335225942764e+004	(-3.13288476730497e+001dB,-1.50098470505826e+002°)
4.76430986805375e+004	(-3.16049756183741e+001dB,-1.50655346019973e+002°)
4.77529273657650e+004	(-3.18802736447736e+001dB,-1.51207159755309e+002°)
4.78630092322597e+004	(-3.21547528113309e+001dB,-1.51754004354174e+002°)
4.79733448636648e+004	(-3.24284239665255e+001dB,-1.52295969831588e+002°)
4.80839348449687e+004	(-3.27012977528442e+001dB,-1.52833143675175e+002°)
4.81947797625086e+004	(-3.29733846113233e+001dB,-1.53365610940428e+002°)
4.83058802039731e+004	(-3.32446947860202e+001dB,-1.53893454341586e+002°)
4.84172367584057e+004	(-3.35152383284104e+001dB,-1.54416754338336e+002°)
4.85288500162079e+004	(-3.37850251017067e+001dB,-1.54935589218575e+002°)
4.86407205691419e+004	(-3.40540647850976e+001dB,-1.55450035177441e+002°)
4.87528490103344e+004	(-3.43223668779059e+001dB,-1.55960166392802e+002°)
4.88652359342791e+004	(-3.45899407036625e+001dB,-1.56466055097382e+002°)
4.89778819368404e+004	(-3.48567954140969e+001dB,-1.56967771647722e+002°)
4.90907876152560e+004	(-3.51229399930445e+001dB,-1.57465384590105e+002°)
4.92039535681408e+004	(-3.53883832602675e+001dB,-1.57958960723631e+002°)
4.93173803954893e+004	(-3.56531338751926e+001dB,-1.58448565160569e+002°)
4.94310686986792e+004	(-3.59172003405647e+001dB,-1.58934261384124e+002°)
4.95450190804747e+004	(-3.61805910060158e+001dB,-1.59416111303754e+002°)
4.96592321450293e+004	(-3.64433140715529e+001dB,-1.59894175308163e+002°)
4.97737084978893e+004	(-3.67053775909622e+001dB,-1.60368512316065e+002°)
4.98884487459969e+004	(-3.69667894751332e+001dB,-1.60839179824856e+002°)
